"Nombre","curso","edad","Asignatura","Detalle_Nota","Nota","Asistencia","Observacion de conducta"
"Rosalía Colom-Royo","8° Básico A","15","Educación Física","Exposición 2","5,6","85%","Buen rendimiento académico, aunque es muy tímido."
"Rosalía Colom-Royo","8° Básico A","15","Educación Física","Laboratorio 3","5,5","85%","Buen rendimiento académico, aunque es muy tímido."
"Rosalía Colom-Royo","8° Básico A","15","Ciencias","Ensayo 1","5,1","85%","Buen rendimiento académico, aunque es muy tímido."
"Rosalía Colom-Royo","8° Básico A","15","Ciencias","Prueba 2","6,6","85%","Buen rendimiento académico, aunque es muy tímido."
"Lilia Alemany-Canet","5° Básico A","18","Lenguaje","Control 1","5,3","95%","Buen rendimiento académico, aunque es muy tímido."
"Lilia Alemany-Canet","5° Básico A","18","Lenguaje","Prueba 2","4,9","95%","Buen rendimiento académico, aunque es muy tímido."
"Lilia Alemany-Canet","5° Básico A","18","Educación Física","Ensayo 1","5,5","95%","Buen rendimiento académico, aunque es muy tímido."
"Lilia Alemany-Canet","5° Básico A","18","Educación Física","Laboratorio 2","4,8","95%","Buen rendimiento académico, aunque es muy tímido."
"Lilia Alemany-Canet","5° Básico A","18","Educación Física","Control 3","4,8","95%","Buen rendimiento académico, aunque es muy tímido."
"Lilia Alemany-Canet","5° Básico A","18","Educación Física","Control 4","4,1","95%","Buen rendimiento académico, aunque es muy tímido."
"Lilia Alemany-Canet","5° Básico A","18","Historia","Prueba 1","5,0","95%","Buen rendimiento académico, aunque es muy tímido."
"Lilia Alemany-Canet","5° Básico A","18","Historia","Ensayo 2","6,1","95%","Buen rendimiento académico, aunque es muy tímido."
"Lilia Alemany-Canet","5° Básico A","18","Historia","Exposición 3","3,9","95%","Buen rendimiento académico, aunque es muy tímido."
"Lilia Alemany-Canet","5° Básico A","18","Historia","Prueba 4","5,0","95%","Buen rendimiento académico, aunque es muy tímido."
"Lilia Alemany-Canet","5° Básico A","18","Matemáticas","Laboratorio 1","5,2","95%","Buen rendimiento académico, aunque es muy tímido."
"Lilia Alemany-Canet","5° Básico A","18","Matemáticas","Exposición 2","7,0","95%","Buen rendimiento académico, aunque es muy tímido."
"Lilia Alemany-Canet","5° Básico A","18","Matemáticas","Tarea 3","4,3","95%","Buen rendimiento académico, aunque es muy tímido."
"Lilia Alemany-Canet","5° Básico A","18","Matemáticas","Ensayo 4","5,4","95%","Buen rendimiento académico, aunque es muy tímido."
"Seve Maxi Vallejo Roldán","8° Básico A","18","Matemáticas","Tarea 1","6,3","94%","Buen rendimiento académico, aunque es muy tímido."
"Seve Maxi Vallejo Roldán","8° Básico A","18","Matemáticas","Laboratorio 2","3,3","94%","Buen rendimiento académico, aunque es muy tímido."
"Seve Maxi Vallejo Roldán","8° Básico A","18","Matemáticas","Exposición 3","3,7","94%","Buen rendimiento académico, aunque es muy tímido."
"Seve Maxi Vallejo Roldán","8° Básico A","18","Matemáticas","Laboratorio 4","5,1","94%","Buen rendimiento académico, aunque es muy tímido."
"Seve Maxi Vallejo Roldán","8° Básico A","18","Educación Física","Laboratorio 1","4,6","94%","Buen rendimiento académico, aunque es muy tímido."
"Seve Maxi Vallejo Roldán","8° Básico A","18","Educación Física","Ensayo 2","5,5","94%","Buen rendimiento académico, aunque es muy tímido."
"Seve Maxi Vallejo Roldán","8° Básico A","18","Educación Física","Prueba 3","6,6","94%","Buen rendimiento académico, aunque es muy tímido."
"Seve Maxi Vallejo Roldán","8° Básico A","18","Inglés","Laboratorio 1","3,8","94%","Buen rendimiento académico, aunque es muy tímido."
"Seve Maxi Vallejo Roldán","8° Básico A","18","Inglés","Control 2","6,4","94%","Buen rendimiento académico, aunque es muy tímido."
"Seve Maxi Vallejo Roldán","8° Básico A","18","Inglés","Laboratorio 3","4,1","94%","Buen rendimiento académico, aunque es muy tímido."
"Seve Maxi Vallejo Roldán","8° Básico A","18","Inglés","Ensayo 4","5,9","94%","Buen rendimiento académico, aunque es muy tímido."
"Seve Maxi Vallejo Roldán","8° Básico A","18","Ciencias","Laboratorio 1","4,9","94%","Buen rendimiento académico, aunque es muy tímido."
"Seve Maxi Vallejo Roldán","8° Básico A","18","Ciencias","Control 2","3,8","94%","Buen rendimiento académico, aunque es muy tímido."
"Seve Maxi Vallejo Roldán","8° Básico A","18","Ciencias","Ensayo 3","3,3","94%","Buen rendimiento académico, aunque es muy tímido."
"Seve Maxi Vallejo Roldán","8° Básico A","18","Historia","Control 1","6,2","94%","Buen rendimiento académico, aunque es muy tímido."
"Seve Maxi Vallejo Roldán","8° Básico A","18","Historia","Exposición 2","4,4","94%","Buen rendimiento académico, aunque es muy tímido."
"Seve Maxi Vallejo Roldán","8° Básico A","18","Historia","Tarea 3","3,4","94%","Buen rendimiento académico, aunque es muy tímido."
"Seve Maxi Vallejo Roldán","8° Básico A","18","Historia","Prueba 4","5,2","94%","Buen rendimiento académico, aunque es muy tímido."
"Seve Maxi Vallejo Roldán","8° Básico A","18","Lenguaje","Exposición 1","6,9","94%","Buen rendimiento académico, aunque es muy tímido."
"Seve Maxi Vallejo Roldán","8° Básico A","18","Lenguaje","Laboratorio 2","4,4","94%","Buen rendimiento académico, aunque es muy tímido."
"Seve Maxi Vallejo Roldán","8° Básico A","18","Lenguaje","Exposición 3","4,0","94%","Buen rendimiento académico, aunque es muy tímido."
"Seve Maxi Vallejo Roldán","8° Básico A","18","Lenguaje","Laboratorio 4","4,3","94%","Buen rendimiento académico, aunque es muy tímido."
"Marcia Múñiz Ocaña","4° Básico B","18","Ciencias","Tarea 1","3,9","80%","Falta de estudio. Se cita al apoderado."
"Marcia Múñiz Ocaña","4° Básico B","18","Ciencias","Exposición 2","6,6","80%","Falta de estudio. Se cita al apoderado."
"Marcia Múñiz Ocaña","4° Básico B","18","Lenguaje","Prueba 1","3,8","80%","Falta de estudio. Se cita al apoderado."
"Marcia Múñiz Ocaña","4° Básico B","18","Lenguaje","Prueba 2","4,4","80%","Falta de estudio. Se cita al apoderado."
"Marcia Múñiz Ocaña","4° Básico B","18","Lenguaje","Tarea 3","3,3","80%","Falta de estudio. Se cita al apoderado."
"Marcia Múñiz Ocaña","4° Básico B","18","Educación Física","Exposición 1","4,2","80%","Falta de estudio. Se cita al apoderado."
"Marcia Múñiz Ocaña","4° Básico B","18","Educación Física","Control 2","4,5","80%","Falta de estudio. Se cita al apoderado."
"Marcia Múñiz Ocaña","4° Básico B","18","Educación Física","Tarea 3","6,9","80%","Falta de estudio. Se cita al apoderado."
"Marcia Múñiz Ocaña","4° Básico B","18","Educación Física","Control 4","6,4","80%","Falta de estudio. Se cita al apoderado."
"Marcia Múñiz Ocaña","4° Básico B","18","Historia","Tarea 1","3,5","80%","Falta de estudio. Se cita al apoderado."
"Marcia Múñiz Ocaña","4° Básico B","18","Historia","Tarea 2","6,2","80%","Falta de estudio. Se cita al apoderado."
"Marcia Múñiz Ocaña","4° Básico B","18","Historia","Prueba 3","4,5","80%","Falta de estudio. Se cita al apoderado."
"Marcia Múñiz Ocaña","4° Básico B","18","Historia","Laboratorio 4","4,4","80%","Falta de estudio. Se cita al apoderado."
"Andrés Felipe Gimenez","6° Básico B","16","Matemáticas","Laboratorio 1","5,7","80%","Buen rendimiento académico, aunque es muy tímido."
"Andrés Felipe Gimenez","6° Básico B","16","Matemáticas","Tarea 2","3,4","80%","Buen rendimiento académico, aunque es muy tímido."
"Andrés Felipe Gimenez","6° Básico B","16","Matemáticas","Control 3","5,3","80%","Buen rendimiento académico, aunque es muy tímido."
"Andrés Felipe Gimenez","6° Básico B","16","Ciencias","Prueba 1","6,6","80%","Buen rendimiento académico, aunque es muy tímido."
"Andrés Felipe Gimenez","6° Básico B","16","Ciencias","Laboratorio 2","5,1","80%","Buen rendimiento académico, aunque es muy tímido."
"Andrés Felipe Gimenez","6° Básico B","16","Ciencias","Control 3","4,2","80%","Buen rendimiento académico, aunque es muy tímido."
"Andrés Felipe Gimenez","6° Básico B","16","Ciencias","Tarea 4","5,3","80%","Buen rendimiento académico, aunque es muy tímido."
"Andrés Felipe Gimenez","6° Básico B","16","Historia","Prueba 1","6,4","80%","Buen rendimiento académico, aunque es muy tímido."
"Andrés Felipe Gimenez","6° Básico B","16","Historia","Control 2","3,5","80%","Buen rendimiento académico, aunque es muy tímido."
"Andrés Felipe Gimenez","6° Básico B","16","Educación Física","Exposición 1","5,3","80%","Buen rendimiento académico, aunque es muy tímido."
"Andrés Felipe Gimenez","6° Básico B","16","Educación Física","Ensayo 2","4,3","80%","Buen rendimiento académico, aunque es muy tímido."
"Andrés Felipe Gimenez","6° Básico B","16","Educación Física","Laboratorio 3","4,2","80%","Buen rendimiento académico, aunque es muy tímido."
"Nieves Aramburu","4° Básico A","15","Lenguaje","Laboratorio 1","6,1","90%","Presenta un progreso inconsistente; alterna entre notas altas y bajas."
"Nieves Aramburu","4° Básico A","15","Lenguaje","Ensayo 2","6,9","90%","Presenta un progreso inconsistente; alterna entre notas altas y bajas."
"Nieves Aramburu","4° Básico A","15","Lenguaje","Ensayo 3","6,4","90%","Presenta un progreso inconsistente; alterna entre notas altas y bajas."
"Nieves Aramburu","4° Básico A","15","Inglés","Laboratorio 1","4,3","90%","Presenta un progreso inconsistente; alterna entre notas altas y bajas."
"Nieves Aramburu","4° Básico A","15","Inglés","Tarea 2","4,7","90%","Presenta un progreso inconsistente; alterna entre notas altas y bajas."
"Nieves Aramburu","4° Básico A","15","Historia","Ensayo 1","3,2","90%","Presenta un progreso inconsistente; alterna entre notas altas y bajas."
"Nieves Aramburu","4° Básico A","15","Historia","Ensayo 2","3,2","90%","Presenta un progreso inconsistente; alterna entre notas altas y bajas."
"Azahara Avilés Zamora","6° Básico A","16","Historia","Ensayo 1","5,1","81%","Falta de estudio. Se cita al apoderado."
"Azahara Avilés Zamora","6° Básico A","16","Historia","Exposición 2","4,1","81%","Falta de estudio. Se cita al apoderado."
"Azahara Avilés Zamora","6° Básico A","16","Historia","Exposición 3","5,9","81%","Falta de estudio. Se cita al apoderado."
"Azahara Avilés Zamora","6° Básico A","16","Historia","Exposición 4","4,1","81%","Falta de estudio. Se cita al apoderado."
"Azahara Avilés Zamora","6° Básico A","16","Lenguaje","Exposición 1","3,5","81%","Falta de estudio. Se cita al apoderado."
"Azahara Avilés Zamora","6° Básico A","16","Lenguaje","Prueba 2","6,3","81%","Falta de estudio. Se cita al apoderado."
"Azahara Avilés Zamora","6° Básico A","16","Lenguaje","Exposición 3","4,8","81%","Falta de estudio. Se cita al apoderado."
"Azahara Avilés Zamora","6° Básico A","16","Educación Física","Prueba 1","4,8","81%","Falta de estudio. Se cita al apoderado."
"Azahara Avilés Zamora","6° Básico A","16","Educación Física","Exposición 2","4,1","81%","Falta de estudio. Se cita al apoderado."
"Azahara Avilés Zamora","6° Básico A","16","Ciencias","Control 1","5,1","81%","Falta de estudio. Se cita al apoderado."
"Azahara Avilés Zamora","6° Básico A","16","Ciencias","Tarea 2","6,4","81%","Falta de estudio. Se cita al apoderado."
"Azahara Avilés Zamora","6° Básico A","16","Inglés","Ensayo 1","3,4","81%","Falta de estudio. Se cita al apoderado."
"Azahara Avilés Zamora","6° Básico A","16","Inglés","Ensayo 2","5,0","81%","Falta de estudio. Se cita al apoderado."
"Azahara Avilés Zamora","6° Básico A","16","Inglés","Ensayo 3","4,3","81%","Falta de estudio. Se cita al apoderado."
"Azahara Avilés Zamora","6° Básico A","16","Matemáticas","Prueba 1","5,0","81%","Falta de estudio. Se cita al apoderado."
"Azahara Avilés Zamora","6° Básico A","16","Matemáticas","Exposición 2","4,9","81%","Falta de estudio. Se cita al apoderado."
"Azahara Avilés Zamora","6° Básico A","16","Matemáticas","Laboratorio 3","3,9","81%","Falta de estudio. Se cita al apoderado."
"Máximo de Báez","6° Básico A","17","Matemáticas","Control 1","3,2","95%","Presenta un progreso inconsistente; alterna entre notas altas y bajas."
"Máximo de Báez","6° Básico A","17","Matemáticas","Ensayo 2","6,6","95%","Presenta un progreso inconsistente; alterna entre notas altas y bajas."
"Máximo de Báez","6° Básico A","17","Matemáticas","Exposición 3","3,1","95%","Presenta un progreso inconsistente; alterna entre notas altas y bajas."
"Máximo de Báez","6° Básico A","17","Matemáticas","Prueba 4","4,6","95%","Presenta un progreso inconsistente; alterna entre notas altas y bajas."
"Máximo de Báez","6° Básico A","17","Ciencias","Exposición 1","6,1","95%","Presenta un progreso inconsistente; alterna entre notas altas y bajas."
"Máximo de Báez","6° Básico A","17","Ciencias","Tarea 2","5,2","95%","Presenta un progreso inconsistente; alterna entre notas altas y bajas."
"Máximo de Báez","6° Básico A","17","Ciencias","Control 3","4,7","95%","Presenta un progreso inconsistente; alterna entre notas altas y bajas."
"Máximo de Báez","6° Básico A","17","Lenguaje","Exposición 1","4,1","95%","Presenta un progreso inconsistente; alterna entre notas altas y bajas."
"Máximo de Báez","6° Básico A","17","Lenguaje","Control 2","3,2","95%","Presenta un progreso inconsistente; alterna entre notas altas y bajas."
"Máximo de Báez","6° Básico A","17","Lenguaje","Ensayo 3","4,6","95%","Presenta un progreso inconsistente; alterna entre notas altas y bajas."
"Máximo de Báez","6° Básico A","17","Educación Física","Prueba 1","5,4","95%","Presenta un progreso inconsistente; alterna entre notas altas y bajas."
"Máximo de Báez","6° Básico A","17","Educación Física","Control 2","5,0","95%","Presenta un progreso inconsistente; alterna entre notas altas y bajas."
"Máximo de Báez","6° Básico A","17","Educación Física","Tarea 3","6,5","95%","Presenta un progreso inconsistente; alterna entre notas altas y bajas."
"Máximo de Báez","6° Básico A","17","Educación Física","Ensayo 4","6,9","95%","Presenta un progreso inconsistente; alterna entre notas altas y bajas."
"Máximo de Báez","6° Básico A","17","Historia","Tarea 1","4,6","95%","Presenta un progreso inconsistente; alterna entre notas altas y bajas."
"Máximo de Báez","6° Básico A","17","Historia","Exposición 2","5,8","95%","Presenta un progreso inconsistente; alterna entre notas altas y bajas."
"Máximo de Báez","6° Básico A","17","Historia","Laboratorio 3","6,6","95%","Presenta un progreso inconsistente; alterna entre notas altas y bajas."
"Máximo de Báez","6° Básico A","17","Historia","Laboratorio 4","6,0","95%","Presenta un progreso inconsistente; alterna entre notas altas y bajas."
"Ruperta Ferrán Canals","7° Básico A","18","Inglés","Prueba 1","3,3","94%","Presenta un progreso inconsistente; alterna entre notas altas y bajas."
"Ruperta Ferrán Canals","7° Básico A","18","Inglés","Laboratorio 2","6,8","94%","Presenta un progreso inconsistente; alterna entre notas altas y bajas."
"Ruperta Ferrán Canals","7° Básico A","18","Inglés","Prueba 3","5,5","94%","Presenta un progreso inconsistente; alterna entre notas altas y bajas."
"Ruperta Ferrán Canals","7° Básico A","18","Historia","Control 1","4,5","94%","Presenta un progreso inconsistente; alterna entre notas altas y bajas."
"Ruperta Ferrán Canals","7° Básico A","18","Historia","Prueba 2","5,8","94%","Presenta un progreso inconsistente; alterna entre notas altas y bajas."
"Ruperta Ferrán Canals","7° Básico A","18","Historia","Tarea 3","6,4","94%","Presenta un progreso inconsistente; alterna entre notas altas y bajas."
"Ruperta Ferrán Canals","7° Básico A","18","Lenguaje","Tarea 1","4,0","94%","Presenta un progreso inconsistente; alterna entre notas altas y bajas."
"Ruperta Ferrán Canals","7° Básico A","18","Lenguaje","Control 2","3,5","94%","Presenta un progreso inconsistente; alterna entre notas altas y bajas."
"Ruperta Ferrán Canals","7° Básico A","18","Lenguaje","Control 3","5,7","94%","Presenta un progreso inconsistente; alterna entre notas altas y bajas."
"Ruperta Ferrán Canals","7° Básico A","18","Ciencias","Prueba 1","5,9","94%","Presenta un progreso inconsistente; alterna entre notas altas y bajas."
"Ruperta Ferrán Canals","7° Básico A","18","Ciencias","Prueba 2","6,7","94%","Presenta un progreso inconsistente; alterna entre notas altas y bajas."
"Ruperta Ferrán Canals","7° Básico A","18","Ciencias","Laboratorio 3","5,0","94%","Presenta un progreso inconsistente; alterna entre notas altas y bajas."
"Ruperta Ferrán Canals","7° Básico A","18","Ciencias","Ensayo 4","5,9","94%","Presenta un progreso inconsistente; alterna entre notas altas y bajas."
"Yésica Ribes-Cerezo","1° Medio A","15","Ciencias","Ensayo 1","4,9","93%","Buen rendimiento académico, aunque es muy tímido."
"Yésica Ribes-Cerezo","1° Medio A","15","Ciencias","Tarea 2","5,7","93%","Buen rendimiento académico, aunque es muy tímido."
"Yésica Ribes-Cerezo","1° Medio A","15","Ciencias","Prueba 3","6,3","93%","Buen rendimiento académico, aunque es muy tímido."
"Yésica Ribes-Cerezo","1° Medio A","15","Ciencias","Ensayo 4","5,4","93%","Buen rendimiento académico, aunque es muy tímido."
"Yésica Ribes-Cerezo","1° Medio A","15","Educación Física","Tarea 1","3,4","93%","Buen rendimiento académico, aunque es muy tímido."
"Yésica Ribes-Cerezo","1° Medio A","15","Educación Física","Laboratorio 2","3,1","93%","Buen rendimiento académico, aunque es muy tímido."
"Yésica Ribes-Cerezo","1° Medio A","15","Educación Física","Exposición 3","5,0","93%","Buen rendimiento académico, aunque es muy tímido."
"Yésica Ribes-Cerezo","1° Medio A","15","Educación Física","Control 4","6,1","93%","Buen rendimiento académico, aunque es muy tímido."
"Yésica Ribes-Cerezo","1° Medio A","15","Inglés","Prueba 1","5,8","93%","Buen rendimiento académico, aunque es muy tímido."
"Yésica Ribes-Cerezo","1° Medio A","15","Inglés","Prueba 2","3,7","93%","Buen rendimiento académico, aunque es muy tímido."
"Yésica Ribes-Cerezo","1° Medio A","15","Inglés","Tarea 3","6,0","93%","Buen rendimiento académico, aunque es muy tímido."
"Yésica Ribes-Cerezo","1° Medio A","15","Inglés","Ensayo 4","6,2","93%","Buen rendimiento académico, aunque es muy tímido."
"Yésica Ribes-Cerezo","1° Medio A","15","Matemáticas","Control 1","4,5","93%","Buen rendimiento académico, aunque es muy tímido."
"Yésica Ribes-Cerezo","1° Medio A","15","Matemáticas","Exposición 2","3,8","93%","Buen rendimiento académico, aunque es muy tímido."
"Yésica Ribes-Cerezo","1° Medio A","15","Matemáticas","Exposición 3","4,9","93%","Buen rendimiento académico, aunque es muy tímido."
"Yésica Ribes-Cerezo","1° Medio A","15","Lenguaje","Exposición 1","3,1","93%","Buen rendimiento académico, aunque es muy tímido."
"Yésica Ribes-Cerezo","1° Medio A","15","Lenguaje","Ensayo 2","4,4","93%","Buen rendimiento académico, aunque es muy tímido."
"Rosario Espada Recio","4° Medio A","17","Lenguaje","Ensayo 1","6,8","100%","Ha mejorado su conducta, pero aún le cuesta concentrarse."
"Rosario Espada Recio","4° Medio A","17","Lenguaje","Tarea 2","3,6","100%","Ha mejorado su conducta, pero aún le cuesta concentrarse."
"Rosario Espada Recio","4° Medio A","17","Inglés","Ensayo 1","6,5","100%","Ha mejorado su conducta, pero aún le cuesta concentrarse."
"Rosario Espada Recio","4° Medio A","17","Inglés","Tarea 2","4,1","100%","Ha mejorado su conducta, pero aún le cuesta concentrarse."
"Rosario Espada Recio","4° Medio A","17","Inglés","Control 3","5,4","100%","Ha mejorado su conducta, pero aún le cuesta concentrarse."
"Rosario Espada Recio","4° Medio A","17","Historia","Laboratorio 1","6,9","100%","Ha mejorado su conducta, pero aún le cuesta concentrarse."
"Rosario Espada Recio","4° Medio A","17","Historia","Control 2","3,9","100%","Ha mejorado su conducta, pero aún le cuesta concentrarse."
"Rosario Espada Recio","4° Medio A","17","Historia","Ensayo 3","3,9","100%","Ha mejorado su conducta, pero aún le cuesta concentrarse."
"Rosario Espada Recio","4° Medio A","17","Ciencias","Tarea 1","3,9","100%","Ha mejorado su conducta, pero aún le cuesta concentrarse."
"Rosario Espada Recio","4° Medio A","17","Ciencias","Exposición 2","3,4","100%","Ha mejorado su conducta, pero aún le cuesta concentrarse."
"Rosario Espada Recio","4° Medio A","17","Ciencias","Tarea 3","5,4","100%","Ha mejorado su conducta, pero aún le cuesta concentrarse."
"Rosario Espada Recio","4° Medio A","17","Ciencias","Prueba 4","4,0","100%","Ha mejorado su conducta, pero aún le cuesta concentrarse."
"Rosario Espada Recio","4° Medio A","17","Matemáticas","Ensayo 1","4,7","100%","Ha mejorado su conducta, pero aún le cuesta concentrarse."
"Rosario Espada Recio","4° Medio A","17","Matemáticas","Laboratorio 2","5,6","100%","Ha mejorado su conducta, pero aún le cuesta concentrarse."
"Rosario Espada Recio","4° Medio A","17","Matemáticas","Prueba 3","3,6","100%","Ha mejorado su conducta, pero aún le cuesta concentrarse."
"Rosario Espada Recio","4° Medio A","17","Matemáticas","Exposición 4","5,5","100%","Ha mejorado su conducta, pero aún le cuesta concentrarse."
"Miguel Ángel Giralt Adadia","2° Medio A","16","Ciencias","Control 1","4,9","90%","Falta de estudio. Se cita al apoderado."
"Miguel Ángel Giralt Adadia","2° Medio A","16","Ciencias","Ensayo 2","3,6","90%","Falta de estudio. Se cita al apoderado."
"Miguel Ángel Giralt Adadia","2° Medio A","16","Educación Física","Prueba 1","6,8","90%","Falta de estudio. Se cita al apoderado."
"Miguel Ángel Giralt Adadia","2° Medio A","16","Educación Física","Laboratorio 2","5,2","90%","Falta de estudio. Se cita al apoderado."
"Miguel Ángel Giralt Adadia","2° Medio A","16","Educación Física","Laboratorio 3","4,5","90%","Falta de estudio. Se cita al apoderado."
"Miguel Ángel Giralt Adadia","2° Medio A","16","Matemáticas","Control 1","4,1","90%","Falta de estudio. Se cita al apoderado."
"Miguel Ángel Giralt Adadia","2° Medio A","16","Matemáticas","Prueba 2","5,1","90%","Falta de estudio. Se cita al apoderado."
"Miguel Ángel Giralt Adadia","2° Medio A","16","Matemáticas","Exposición 3","5,4","90%","Falta de estudio. Se cita al apoderado."
"Miguel Ángel Giralt Adadia","2° Medio A","16","Lenguaje","Prueba 1","4,8","90%","Falta de estudio. Se cita al apoderado."
"Miguel Ángel Giralt Adadia","2° Medio A","16","Lenguaje","Ensayo 2","3,1","90%","Falta de estudio. Se cita al apoderado."
"Miguel Ángel Giralt Adadia","2° Medio A","16","Lenguaje","Exposición 3","5,3","90%","Falta de estudio. Se cita al apoderado."
"Miguel Ángel Giralt Adadia","2° Medio A","16","Lenguaje","Ensayo 4","4,6","90%","Falta de estudio. Se cita al apoderado."
"Miguel Ángel Giralt Adadia","2° Medio A","16","Inglés","Ensayo 1","3,9","90%","Falta de estudio. Se cita al apoderado."
"Miguel Ángel Giralt Adadia","2° Medio A","16","Inglés","Prueba 2","5,5","90%","Falta de estudio. Se cita al apoderado."
"Miguel Ángel Giralt Adadia","2° Medio A","16","Historia","Ensayo 1","6,6","90%","Falta de estudio. Se cita al apoderado."
"Miguel Ángel Giralt Adadia","2° Medio A","16","Historia","Tarea 2","6,2","90%","Falta de estudio. Se cita al apoderado."
"Patricia Benavides Manrique","3° Básico B","14","Inglés","Tarea 1","5,6","80%","Ha mejorado su conducta, pero aún le cuesta concentrarse."
"Patricia Benavides Manrique","3° Básico B","14","Inglés","Control 2","4,0","80%","Ha mejorado su conducta, pero aún le cuesta concentrarse."
"Patricia Benavides Manrique","3° Básico B","14","Matemáticas","Control 1","3,6","80%","Ha mejorado su conducta, pero aún le cuesta concentrarse."
"Patricia Benavides Manrique","3° Básico B","14","Matemáticas","Ensayo 2","6,4","80%","Ha mejorado su conducta, pero aún le cuesta concentrarse."
"Patricia Benavides Manrique","3° Básico B","14","Educación Física","Exposición 1","3,9","80%","Ha mejorado su conducta, pero aún le cuesta concentrarse."
"Patricia Benavides Manrique","3° Básico B","14","Educación Física","Prueba 2","6,0","80%","Ha mejorado su conducta, pero aún le cuesta concentrarse."
"Patricia Benavides Manrique","3° Básico B","14","Educación Física","Tarea 3","6,1","80%","Ha mejorado su conducta, pero aún le cuesta concentrarse."
"Patricia Benavides Manrique","3° Básico B","14","Educación Física","Ensayo 4","3,3","80%","Ha mejorado su conducta, pero aún le cuesta concentrarse."
"Cecilio Blasco","2° Básico B","18","Matemáticas","Exposición 1","3,5","88%","Buen rendimiento académico, aunque es muy tímido."
"Cecilio Blasco","2° Básico B","18","Matemáticas","Prueba 2","4,7","88%","Buen rendimiento académico, aunque es muy tímido."
"Cecilio Blasco","2° Básico B","18","Matemáticas","Laboratorio 3","3,4","88%","Buen rendimiento académico, aunque es muy tímido."
"Cecilio Blasco","2° Básico B","18","Matemáticas","Tarea 4","3,8","88%","Buen rendimiento académico, aunque es muy tímido."
"Cecilio Blasco","2° Básico B","18","Ciencias","Exposición 1","4,2","88%","Buen rendimiento académico, aunque es muy tímido."
"Cecilio Blasco","2° Básico B","18","Ciencias","Control 2","3,5","88%","Buen rendimiento académico, aunque es muy tímido."
"Cecilio Blasco","2° Básico B","18","Ciencias","Prueba 3","4,1","88%","Buen rendimiento académico, aunque es muy tímido."
"Cecilio Blasco","2° Básico B","18","Ciencias","Tarea 4","4,9","88%","Buen rendimiento académico, aunque es muy tímido."
"Cecilio Blasco","2° Básico B","18","Educación Física","Prueba 1","5,9","88%","Buen rendimiento académico, aunque es muy tímido."
"Cecilio Blasco","2° Básico B","18","Educación Física","Laboratorio 2","6,1","88%","Buen rendimiento académico, aunque es muy tímido."
"Cecilio Blasco","2° Básico B","18","Educación Física","Exposición 3","6,7","88%","Buen rendimiento académico, aunque es muy tímido."
"Cecilio Blasco","2° Básico B","18","Educación Física","Control 4","6,4","88%","Buen rendimiento académico, aunque es muy tímido."
"Cecilio Blasco","2° Básico B","18","Inglés","Tarea 1","6,8","88%","Buen rendimiento académico, aunque es muy tímido."
"Cecilio Blasco","2° Básico B","18","Inglés","Ensayo 2","6,7","88%","Buen rendimiento académico, aunque es muy tímido."
"Cecilio Blasco","2° Básico B","18","Historia","Laboratorio 1","6,2","88%","Buen rendimiento académico, aunque es muy tímido."
"Cecilio Blasco","2° Básico B","18","Historia","Ensayo 2","3,1","88%","Buen rendimiento académico, aunque es muy tímido."
"Alicia Alba Vélez","4° Básico B","14","Inglés","Exposición 1","6,4","86%","Buen rendimiento académico, aunque es muy tímido."
"Alicia Alba Vélez","4° Básico B","14","Inglés","Control 2","4,0","86%","Buen rendimiento académico, aunque es muy tímido."
"Alicia Alba Vélez","4° Básico B","14","Educación Física","Prueba 1","3,7","86%","Buen rendimiento académico, aunque es muy tímido."
"Alicia Alba Vélez","4° Básico B","14","Educación Física","Ensayo 2","3,3","86%","Buen rendimiento académico, aunque es muy tímido."
"Alicia Alba Vélez","4° Básico B","14","Educación Física","Laboratorio 3","4,6","86%","Buen rendimiento académico, aunque es muy tímido."
"Alicia Alba Vélez","4° Básico B","14","Lenguaje","Tarea 1","4,2","86%","Buen rendimiento académico, aunque es muy tímido."
"Alicia Alba Vélez","4° Básico B","14","Lenguaje","Tarea 2","6,4","86%","Buen rendimiento académico, aunque es muy tímido."
"Alicia Alba Vélez","4° Básico B","14","Matemáticas","Tarea 1","6,0","86%","Buen rendimiento académico, aunque es muy tímido."
"Alicia Alba Vélez","4° Básico B","14","Matemáticas","Laboratorio 2","5,2","86%","Buen rendimiento académico, aunque es muy tímido."
"Alicia Alba Vélez","4° Básico B","14","Matemáticas","Laboratorio 3","3,1","86%","Buen rendimiento académico, aunque es muy tímido."
"Alicia Alba Vélez","4° Básico B","14","Historia","Ensayo 1","6,1","86%","Buen rendimiento académico, aunque es muy tímido."
"Alicia Alba Vélez","4° Básico B","14","Historia","Laboratorio 2","6,6","86%","Buen rendimiento académico, aunque es muy tímido."
"Alicia Alba Vélez","4° Básico B","14","Historia","Exposición 3","5,5","86%","Buen rendimiento académico, aunque es muy tímido."
"Alicia Alba Vélez","4° Básico B","14","Historia","Ensayo 4","6,7","86%","Buen rendimiento académico, aunque es muy tímido."
"Lilia Guardiola","3° Medio A","14","Inglés","Exposición 1","4,3","96%","Muestra gran interés, pero a veces conversa en clases."
"Lilia Guardiola","3° Medio A","14","Inglés","Ensayo 2","3,9","96%","Muestra gran interés, pero a veces conversa en clases."
