"Nombre","curso","edad","Asignatura","Detalle_Nota","Nota","Asistencia","Observacion de conducta"
"Julie del Ribes","4to Medio A","18","Ciencias","Control 3","4,7","95%","Presenta un progreso inconsistente; alterna entre notas altas y bajas."
"Julie del Ribes","4to Medio A","18","Ciencias","Ensayo 4","4,0","95%","Presenta un progreso inconsistente; alterna entre notas altas y bajas."
"Julie del Ribes","4to Medio A","18","Inglés","Control 1","4,4","95%","Presenta un progreso inconsistente; alterna entre notas altas y bajas."
"Julie del Ribes","4to Medio A","18","Inglés","Tarea 2","3,3","95%","Presenta un progreso inconsistente; alterna entre notas altas y bajas."
"Julie del Ribes","4to Medio A","18","Inglés","Prueba 3","5,1","95%","Presenta un progreso inconsistente; alterna entre notas altas y bajas."
"Julie del Ribes","4to Medio A","18","Lenguaje","Laboratorio 1","3,9","95%","Presenta un progreso inconsistente; alterna entre notas altas y bajas."
"Julie del Ribes","4to Medio A","18","Lenguaje","Laboratorio 2","6,7","95%","Presenta un progreso inconsistente; alterna entre notas altas y bajas."
"Julie del Ribes","4to Medio A","18","Lenguaje","Control 3","5,8","95%","Presenta un progreso inconsistente; alterna entre notas altas y bajas."
"Julie del Ribes","4to Medio A","18","Historia","Exposición 1","4,3","95%","Presenta un progreso inconsistente; alterna entre notas altas y bajas."
"Julie del Ribes","4to Medio A","18","Historia","Exposición 2","4,0","95%","Presenta un progreso inconsistente; alterna entre notas altas y bajas."
"Julie del Ribes","4to Medio A","18","Historia","Laboratorio 3","6,9","95%","Presenta un progreso inconsistente; alterna entre notas altas y bajas."
"Aroa Lidia Pedrero Quirós","8vo Básico A","14","Lenguaje","Prueba 1","3,7","100%","Falta de estudio. Se cita al apoderado."
"Aroa Lidia Pedrero Quirós","8vo Básico A","14","Lenguaje","Tarea 2","3,4","100%","Falta de estudio. Se cita al apoderado."
"Aroa Lidia Pedrero Quirós","8vo Básico A","14","Lenguaje","Control 3","4,8","100%","Falta de estudio. Se cita al apoderado."
"Aroa Lidia Pedrero Quirós","8vo Básico A","14","Matemáticas","Prueba 1","4,1","100%","Falta de estudio. Se cita al apoderado."
"Aroa Lidia Pedrero Quirós","8vo Básico A","14","Matemáticas","Ensayo 2","4,8","100%","Falta de estudio. Se cita al apoderado."
"Aroa Lidia Pedrero Quirós","8vo Básico A","14","Matemáticas","Laboratorio 3","5,1","100%","Falta de estudio. Se cita al apoderado."
"Aroa Lidia Pedrero Quirós","8vo Básico A","14","Historia","Exposición 1","3,3","100%","Falta de estudio. Se cita al apoderado."
"Aroa Lidia Pedrero Quirós","8vo Básico A","14","Historia","Prueba 2","5,4","100%","Falta de estudio. Se cita al apoderado."
"Aroa Lidia Pedrero Quirós","8vo Básico A","14","Historia","Tarea 3","3,8","100%","Falta de estudio. Se cita al apoderado."
"Aroa Lidia Pedrero Quirós","8vo Básico A","14","Historia","Laboratorio 4","5,9","100%","Falta de estudio. Se cita al apoderado."
"Aroa Lidia Pedrero Quirós","8vo Básico A","14","Inglés","Laboratorio 1","5,0","100%","Falta de estudio. Se cita al apoderado."
"Aroa Lidia Pedrero Quirós","8vo Básico A","14","Inglés","Exposición 2","5,7","100%","Falta de estudio. Se cita al apoderado."
"Aroa Lidia Pedrero Quirós","8vo Básico A","14","Inglés","Prueba 3","4,8","100%","Falta de estudio. Se cita al apoderado."
"África Perera Palma","1ro Medio B","18","Matemáticas","Laboratorio 1","3,5","88%","Muestra gran interés, pero a veces conversa en clases."
"África Perera Palma","1ro Medio B","18","Matemáticas","Laboratorio 2","6,0","88%","Muestra gran interés, pero a veces conversa en clases."
"África Perera Palma","1ro Medio B","18","Inglés","Prueba 1","3,3","88%","Muestra gran interés, pero a veces conversa en clases."
"África Perera Palma","1ro Medio B","18","Inglés","Laboratorio 2","5,7","88%","Muestra gran interés, pero a veces conversa en clases."
"África Perera Palma","1ro Medio B","18","Educación Física","Prueba 1","4,5","88%","Muestra gran interés, pero a veces conversa en clases."
"África Perera Palma","1ro Medio B","18","Educación Física","Tarea 2","4,5","88%","Muestra gran interés, pero a veces conversa en clases."
"África Perera Palma","1ro Medio B","18","Educación Física","Ensayo 3","6,4","88%","Muestra gran interés, pero a veces conversa en clases."
"África Perera Palma","1ro Medio B","18","Ciencias","Tarea 1","6,1","88%","Muestra gran interés, pero a veces conversa en clases."
"África Perera Palma","1ro Medio B","18","Ciencias","Laboratorio 2","6,8","88%","Muestra gran interés, pero a veces conversa en clases."
"África Perera Palma","1ro Medio B","18","Ciencias","Prueba 3","6,7","88%","Muestra gran interés, pero a veces conversa en clases."
"Mercedes Díez Hidalgo","4to Medio A","15","Educación Física","Control 1","3,1","89%","Buen rendimiento académico, aunque es muy tímido."
"Mercedes Díez Hidalgo","4to Medio A","15","Educación Física","Ensayo 2","5,4","89%","Buen rendimiento académico, aunque es muy tímido."
"Mercedes Díez Hidalgo","4to Medio A","15","Educación Física","Tarea 3","3,1","89%","Buen rendimiento académico, aunque es muy tímido."
"Mercedes Díez Hidalgo","4to Medio A","15","Educación Física","Prueba 4","6,7","89%","Buen rendimiento académico, aunque es muy tímido."
"Mercedes Díez Hidalgo","4to Medio A","15","Ciencias","Laboratorio 1","6,7","89%","Buen rendimiento académico, aunque es muy tímido."
"Mercedes Díez Hidalgo","4to Medio A","15","Ciencias","Control 2","5,0","89%","Buen rendimiento académico, aunque es muy tímido."
"Mercedes Díez Hidalgo","4to Medio A","15","Ciencias","Control 3","6,9","89%","Buen rendimiento académico, aunque es muy tímido."
"Mercedes Díez Hidalgo","4to Medio A","15","Ciencias","Ensayo 4","5,2","89%","Buen rendimiento académico, aunque es muy tímido."
"Mercedes Díez Hidalgo","4to Medio A","15","Lenguaje","Laboratorio 1","3,1","89%","Buen rendimiento académico, aunque es muy tímido."
"Mercedes Díez Hidalgo","4to Medio A","15","Lenguaje","Prueba 2","5,5","89%","Buen rendimiento académico, aunque es muy tímido."
"Mercedes Díez Hidalgo","4to Medio A","15","Matemáticas","Ensayo 1","6,8","89%","Buen rendimiento académico, aunque es muy tímido."
"Mercedes Díez Hidalgo","4to Medio A","15","Matemáticas","Prueba 2","4,0","89%","Buen rendimiento académico, aunque es muy tímido."
"Mercedes Díez Hidalgo","4to Medio A","15","Matemáticas","Control 3","5,1","89%","Buen rendimiento académico, aunque es muy tímido."
"Mercedes Díez Hidalgo","4to Medio A","15","Matemáticas","Exposición 4","4,6","89%","Buen rendimiento académico, aunque es muy tímido."
"Begoña Noriega Marín","2do Medio A","15","Historia","Exposición 1","3,5","82%","Buen rendimiento académico, aunque es muy tímido."
"Begoña Noriega Marín","2do Medio A","15","Historia","Tarea 2","5,0","82%","Buen rendimiento académico, aunque es muy tímido."
"Begoña Noriega Marín","2do Medio A","15","Ciencias","Ensayo 1","5,1","82%","Buen rendimiento académico, aunque es muy tímido."
"Begoña Noriega Marín","2do Medio A","15","Ciencias","Tarea 2","4,3","82%","Buen rendimiento académico, aunque es muy tímido."
"Begoña Noriega Marín","2do Medio A","15","Ciencias","Laboratorio 3","3,1","82%","Buen rendimiento académico, aunque es muy tímido."
"Begoña Noriega Marín","2do Medio A","15","Matemáticas","Tarea 1","5,3","82%","Buen rendimiento académico, aunque es muy tímido."
"Begoña Noriega Marín","2do Medio A","15","Matemáticas","Exposición 2","6,8","82%","Buen rendimiento académico, aunque es muy tímido."
"Obdulia Revilla Goicoechea","2do Medio A","15","Lenguaje","Tarea 1","5,1","86%","Presenta un progreso inconsistente; alterna entre notas altas y bajas."
"Obdulia Revilla Goicoechea","2do Medio A","15","Lenguaje","Tarea 2","6,3","86%","Presenta un progreso inconsistente; alterna entre notas altas y bajas."
"Obdulia Revilla Goicoechea","2do Medio A","15","Lenguaje","Laboratorio 3","5,1","86%","Presenta un progreso inconsistente; alterna entre notas altas y bajas."
"Obdulia Revilla Goicoechea","2do Medio A","15","Lenguaje","Control 4","6,9","86%","Presenta un progreso inconsistente; alterna entre notas altas y bajas."
"Obdulia Revilla Goicoechea","2do Medio A","15","Matemáticas","Exposición 1","6,0","86%","Presenta un progreso inconsistente; alterna entre notas altas y bajas."
"Obdulia Revilla Goicoechea","2do Medio A","15","Matemáticas","Control 2","4,4","86%","Presenta un progreso inconsistente; alterna entre notas altas y bajas."
"Obdulia Revilla Goicoechea","2do Medio A","15","Educación Física","Prueba 1","4,0","86%","Presenta un progreso inconsistente; alterna entre notas altas y bajas."
"Obdulia Revilla Goicoechea","2do Medio A","15","Educación Física","Tarea 2","4,7","86%","Presenta un progreso inconsistente; alterna entre notas altas y bajas."
"Obdulia Revilla Goicoechea","2do Medio A","15","Ciencias","Tarea 1","5,4","86%","Presenta un progreso inconsistente; alterna entre notas altas y bajas."
"Obdulia Revilla Goicoechea","2do Medio A","15","Ciencias","Prueba 2","6,5","86%","Presenta un progreso inconsistente; alterna entre notas altas y bajas."
"Obdulia Revilla Goicoechea","2do Medio A","15","Inglés","Control 1","5,9","86%","Presenta un progreso inconsistente; alterna entre notas altas y bajas."
"Obdulia Revilla Goicoechea","2do Medio A","15","Inglés","Laboratorio 2","6,2","86%","Presenta un progreso inconsistente; alterna entre notas altas y bajas."
"Obdulia Revilla Goicoechea","2do Medio A","15","Inglés","Prueba 3","5,8","86%","Presenta un progreso inconsistente; alterna entre notas altas y bajas."
"Obdulia Revilla Goicoechea","2do Medio A","15","Inglés","Exposición 4","4,0","86%","Presenta un progreso inconsistente; alterna entre notas altas y bajas."
"Simón Prat Tur","1ro Medio A","16","Educación Física","Control 1","5,1","94%","Falta de estudio. Se cita al apoderado."
"Simón Prat Tur","1ro Medio A","16","Educación Física","Prueba 2","4,0","94%","Falta de estudio. Se cita al apoderado."
"Simón Prat Tur","1ro Medio A","16","Educación Física","Exposición 3","4,6","94%","Falta de estudio. Se cita al apoderado."
"Simón Prat Tur","1ro Medio A","16","Historia","Control 1","6,5","94%","Falta de estudio. Se cita al apoderado."
"Simón Prat Tur","1ro Medio A","16","Historia","Control 2","6,7","94%","Falta de estudio. Se cita al apoderado."
"Simón Prat Tur","1ro Medio A","16","Historia","Laboratorio 3","3,7","94%","Falta de estudio. Se cita al apoderado."
"Simón Prat Tur","1ro Medio A","16","Lenguaje","Ensayo 1","4,1","94%","Falta de estudio. Se cita al apoderado."
"Simón Prat Tur","1ro Medio A","16","Lenguaje","Control 2","5,4","94%","Falta de estudio. Se cita al apoderado."
"Simón Prat Tur","1ro Medio A","16","Lenguaje","Laboratorio 3","4,5","94%","Falta de estudio. Se cita al apoderado."
"Simón Prat Tur","1ro Medio A","16","Lenguaje","Ensayo 4","4,2","94%","Falta de estudio. Se cita al apoderado."
"Tiburcio Alonso Vizcaíno","2do Medio A","17","Historia","Ensayo 1","4,2","82%","Buen rendimiento académico, aunque es muy tímido."
"Tiburcio Alonso Vizcaíno","2do Medio A","17","Historia","Ensayo 2","6,6","82%","Buen rendimiento académico, aunque es muy tímido."
"Tiburcio Alonso Vizcaíno","2do Medio A","17","Historia","Prueba 3","6,6","82%","Buen rendimiento académico, aunque es muy tímido."
"Tiburcio Alonso Vizcaíno","2do Medio A","17","Historia","Exposición 4","4,3","82%","Buen rendimiento académico, aunque es muy tímido."
"Tiburcio Alonso Vizcaíno","2do Medio A","17","Matemáticas","Control 1","5,8","82%","Buen rendimiento académico, aunque es muy tímido."
"Tiburcio Alonso Vizcaíno","2do Medio A","17","Matemáticas","Control 2","3,5","82%","Buen rendimiento académico, aunque es muy tímido."
"Tiburcio Alonso Vizcaíno","2do Medio A","17","Educación Física","Exposición 1","5,4","82%","Buen rendimiento académico, aunque es muy tímido."
"Tiburcio Alonso Vizcaíno","2do Medio A","17","Educación Física","Exposición 2","5,2","82%","Buen rendimiento académico, aunque es muy tímido."
"Tiburcio Alonso Vizcaíno","2do Medio A","17","Educación Física","Prueba 3","5,7","82%","Buen rendimiento académico, aunque es muy tímido."
"Tiburcio Alonso Vizcaíno","2do Medio A","17","Educación Física","Ensayo 4","4,5","82%","Buen rendimiento académico, aunque es muy tímido."
"Tiburcio Alonso Vizcaíno","2do Medio A","17","Ciencias","Tarea 1","3,1","82%","Buen rendimiento académico, aunque es muy tímido."
"Tiburcio Alonso Vizcaíno","2do Medio A","17","Ciencias","Tarea 2","3,8","82%","Buen rendimiento académico, aunque es muy tímido."
"Tiburcio Alonso Vizcaíno","2do Medio A","17","Lenguaje","Tarea 1","6,9","82%","Buen rendimiento académico, aunque es muy tímido."
"Tiburcio Alonso Vizcaíno","2do Medio A","17","Lenguaje","Control 2","3,3","82%","Buen rendimiento académico, aunque es muy tímido."
"Heraclio Cándido Lobo Vera","8vo Básico B","17","Inglés","Laboratorio 1","4,8","89%","Buen rendimiento académico, aunque es muy tímido."
"Heraclio Cándido Lobo Vera","8vo Básico B","17","Inglés","Ensayo 2","4,5","89%","Buen rendimiento académico, aunque es muy tímido."
"Heraclio Cándido Lobo Vera","8vo Básico B","17","Historia","Laboratorio 1","5,5","89%","Buen rendimiento académico, aunque es muy tímido."
"Heraclio Cándido Lobo Vera","8vo Básico B","17","Historia","Ensayo 2","5,8","89%","Buen rendimiento académico, aunque es muy tímido."
"Heraclio Cándido Lobo Vera","8vo Básico B","17","Educación Física","Laboratorio 1","3,6","89%","Buen rendimiento académico, aunque es muy tímido."
"Heraclio Cándido Lobo Vera","8vo Básico B","17","Educación Física","Laboratorio 2","5,1","89%","Buen rendimiento académico, aunque es muy tímido."
"Heraclio Cándido Lobo Vera","8vo Básico B","17","Educación Física","Control 3","5,1","89%","Buen rendimiento académico, aunque es muy tímido."
"Heraclio Cándido Lobo Vera","8vo Básico B","17","Educación Física","Control 4","3,2","89%","Buen rendimiento académico, aunque es muy tímido."
"Heraclio Cándido Lobo Vera","8vo Básico B","17","Lenguaje","Control 1","3,3","89%","Buen rendimiento académico, aunque es muy tímido."
"Heraclio Cándido Lobo Vera","8vo Básico B","17","Lenguaje","Tarea 2","4,3","89%","Buen rendimiento académico, aunque es muy tímido."
"Heraclio Cándido Lobo Vera","8vo Básico B","17","Lenguaje","Tarea 3","6,1","89%","Buen rendimiento académico, aunque es muy tímido."
"Heraclio Cándido Lobo Vera","8vo Básico B","17","Matemáticas","Ensayo 1","3,6","89%","Buen rendimiento académico, aunque es muy tímido."
"Heraclio Cándido Lobo Vera","8vo Básico B","17","Matemáticas","Tarea 2","3,3","89%","Buen rendimiento académico, aunque es muy tímido."
"Heraclio Cándido Lobo Vera","8vo Básico B","17","Matemáticas","Laboratorio 3","7,0","89%","Buen rendimiento académico, aunque es muy tímido."
"Heraclio Cándido Lobo Vera","8vo Básico B","17","Ciencias","Tarea 1","6,0","89%","Buen rendimiento académico, aunque es muy tímido."
"Heraclio Cándido Lobo Vera","8vo Básico B","17","Ciencias","Ensayo 2","4,5","89%","Buen rendimiento académico, aunque es muy tímido."
"Mercedes Baquero-Malo","3ro Medio A","15","Matemáticas","Prueba 1","3,8","95%","Falta de estudio. Se cita al apoderado."
"Mercedes Baquero-Malo","3ro Medio A","15","Matemáticas","Ensayo 2","3,6","95%","Falta de estudio. Se cita al apoderado."
"Mercedes Baquero-Malo","3ro Medio A","15","Matemáticas","Exposición 3","5,0","95%","Falta de estudio. Se cita al apoderado."
"Mercedes Baquero-Malo","3ro Medio A","15","Matemáticas","Laboratorio 4","6,2","95%","Falta de estudio. Se cita al apoderado."
"Mercedes Baquero-Malo","3ro Medio A","15","Lenguaje","Laboratorio 1","5,9","95%","Falta de estudio. Se cita al apoderado."
"Mercedes Baquero-Malo","3ro Medio A","15","Lenguaje","Ensayo 2","5,7","95%","Falta de estudio. Se cita al apoderado."
"Mercedes Baquero-Malo","3ro Medio A","15","Educación Física","Laboratorio 1","6,8","95%","Falta de estudio. Se cita al apoderado."
"Mercedes Baquero-Malo","3ro Medio A","15","Educación Física","Exposición 2","6,9","95%","Falta de estudio. Se cita al apoderado."
"Mercedes Baquero-Malo","3ro Medio A","15","Inglés","Control 1","3,3","95%","Falta de estudio. Se cita al apoderado."
"Mercedes Baquero-Malo","3ro Medio A","15","Inglés","Tarea 2","4,4","95%","Falta de estudio. Se cita al apoderado."
"Mercedes Baquero-Malo","3ro Medio A","15","Ciencias","Control 1","6,6","95%","Falta de estudio. Se cita al apoderado."
"Mercedes Baquero-Malo","3ro Medio A","15","Ciencias","Prueba 2","6,6","95%","Falta de estudio. Se cita al apoderado."
"Mercedes Baquero-Malo","3ro Medio A","15","Ciencias","Ensayo 3","5,4","95%","Falta de estudio. Se cita al apoderado."
"Mercedes Baquero-Malo","3ro Medio A","15","Ciencias","Ensayo 4","6,4","95%","Falta de estudio. Se cita al apoderado."
"Javiera Tirado Montero","8vo Básico A","18","Ciencias","Ensayo 1","3,8","85%","Buen rendimiento académico, aunque es muy tímido."
"Javiera Tirado Montero","8vo Básico A","18","Ciencias","Ensayo 2","6,1","85%","Buen rendimiento académico, aunque es muy tímido."
"Javiera Tirado Montero","8vo Básico A","18","Ciencias","Prueba 3","6,8","85%","Buen rendimiento académico, aunque es muy tímido."
"Javiera Tirado Montero","8vo Básico A","18","Historia","Laboratorio 1","5,9","85%","Buen rendimiento académico, aunque es muy tímido."
"Javiera Tirado Montero","8vo Básico A","18","Historia","Laboratorio 2","3,9","85%","Buen rendimiento académico, aunque es muy tímido."
"Javiera Tirado Montero","8vo Básico A","18","Lenguaje","Exposición 1","5,2","85%","Buen rendimiento académico, aunque es muy tímido."
"Javiera Tirado Montero","8vo Básico A","18","Lenguaje","Control 2","5,9","85%","Buen rendimiento académico, aunque es muy tímido."
"Javiera Tirado Montero","8vo Básico A","18","Matemáticas","Tarea 1","7,0","85%","Buen rendimiento académico, aunque es muy tímido."
"Javiera Tirado Montero","8vo Básico A","18","Matemáticas","Tarea 2","5,8","85%","Buen rendimiento académico, aunque es muy tímido."
"Javiera Tirado Montero","8vo Básico A","18","Matemáticas","Control 3","6,1","85%","Buen rendimiento académico, aunque es muy tímido."
"Javiera Tirado Montero","8vo Básico A","18","Matemáticas","Prueba 4","5,1","85%","Buen rendimiento académico, aunque es muy tímido."
"Javiera Tirado Montero","8vo Básico A","18","Inglés","Tarea 1","5,3","85%","Buen rendimiento académico, aunque es muy tímido."
"Javiera Tirado Montero","8vo Básico A","18","Inglés","Control 2","5,1","85%","Buen rendimiento académico, aunque es muy tímido."
"Javiera Tirado Montero","8vo Básico A","18","Inglés","Laboratorio 3","4,0","85%","Buen rendimiento académico, aunque es muy tímido."
"Javiera Tirado Montero","8vo Básico A","18","Inglés","Tarea 4","4,0","85%","Buen rendimiento académico, aunque es muy tímido."
"Javiera Tirado Montero","8vo Básico A","18","Educación Física","Prueba 1","6,2","85%","Buen rendimiento académico, aunque es muy tímido."
"Javiera Tirado Montero","8vo Básico A","18","Educación Física","Tarea 2","6,6","85%","Buen rendimiento académico, aunque es muy tímido."
"Javiera Tirado Montero","8vo Básico A","18","Educación Física","Ensayo 3","5,7","85%","Buen rendimiento académico, aunque es muy tímido."
"Javiera Tirado Montero","8vo Básico A","18","Educación Física","Laboratorio 4","3,8","85%","Buen rendimiento académico, aunque es muy tímido."
"Marisol Saura-Sanmiguel","2do Medio A","17","Historia","Tarea 1","6,3","92%","Muestra gran interés, pero a veces conversa en clases."
"Marisol Saura-Sanmiguel","2do Medio A","17","Historia","Prueba 2","5,4","92%","Muestra gran interés, pero a veces conversa en clases."
"Marisol Saura-Sanmiguel","2do Medio A","17","Historia","Control 3","6,6","92%","Muestra gran interés, pero a veces conversa en clases."
"Marisol Saura-Sanmiguel","2do Medio A","17","Matemáticas","Laboratorio 1","4,7","92%","Muestra gran interés, pero a veces conversa en clases."
"Marisol Saura-Sanmiguel","2do Medio A","17","Matemáticas","Tarea 2","5,4","92%","Muestra gran interés, pero a veces conversa en clases."
"Marisol Saura-Sanmiguel","2do Medio A","17","Matemáticas","Laboratorio 3","6,9","92%","Muestra gran interés, pero a veces conversa en clases."
"Marisol Saura-Sanmiguel","2do Medio A","17","Lenguaje","Tarea 1","5,6","92%","Muestra gran interés, pero a veces conversa en clases."
"Marisol Saura-Sanmiguel","2do Medio A","17","Lenguaje","Prueba 2","4,5","92%","Muestra gran interés, pero a veces conversa en clases."
"Marisol Saura-Sanmiguel","2do Medio A","17","Lenguaje","Prueba 3","6,6","92%","Muestra gran interés, pero a veces conversa en clases."
"Marisol Saura-Sanmiguel","2do Medio A","17","Lenguaje","Control 4","5,8","92%","Muestra gran interés, pero a veces conversa en clases."
"Marisol Saura-Sanmiguel","2do Medio A","17","Inglés","Tarea 1","3,9","92%","Muestra gran interés, pero a veces conversa en clases."
"Marisol Saura-Sanmiguel","2do Medio A","17","Inglés","Laboratorio 2","5,1","92%","Muestra gran interés, pero a veces conversa en clases."
"Marisol Saura-Sanmiguel","2do Medio A","17","Inglés","Laboratorio 3","4,7","92%","Muestra gran interés, pero a veces conversa en clases."
"Marisol Saura-Sanmiguel","2do Medio A","17","Inglés","Prueba 4","3,2","92%","Muestra gran interés, pero a veces conversa en clases."
"Angelino Chico Vallés","3ro Medio A","16","Historia","Exposición 1","4,0","93%","Buen rendimiento académico, aunque es muy tímido."
"Angelino Chico Vallés","3ro Medio A","16","Historia","Tarea 2","5,8","93%","Buen rendimiento académico, aunque es muy tímido."
"Angelino Chico Vallés","3ro Medio A","16","Historia","Tarea 3","4,4","93%","Buen rendimiento académico, aunque es muy tímido."
"Angelino Chico Vallés","3ro Medio A","16","Lenguaje","Exposición 1","6,9","93%","Buen rendimiento académico, aunque es muy tímido."
"Angelino Chico Vallés","3ro Medio A","16","Lenguaje","Prueba 2","6,5","93%","Buen rendimiento académico, aunque es muy tímido."
"Angelino Chico Vallés","3ro Medio A","16","Lenguaje","Tarea 3","4,4","93%","Buen rendimiento académico, aunque es muy tímido."
"Angelino Chico Vallés","3ro Medio A","16","Lenguaje","Exposición 4","6,6","93%","Buen rendimiento académico, aunque es muy tímido."
"Angelino Chico Vallés","3ro Medio A","16","Matemáticas","Prueba 1","5,5","93%","Buen rendimiento académico, aunque es muy tímido."
"Angelino Chico Vallés","3ro Medio A","16","Matemáticas","Prueba 2","5,1","93%","Buen rendimiento académico, aunque es muy tímido."
"Angelino Chico Vallés","3ro Medio A","16","Inglés","Laboratorio 1","5,0","93%","Buen rendimiento académico, aunque es muy tímido."
"Angelino Chico Vallés","3ro Medio A","16","Inglés","Tarea 2","4,4","93%","Buen rendimiento académico, aunque es muy tímido."
"Angelino Chico Vallés","3ro Medio A","16","Inglés","Tarea 3","3,8","93%","Buen rendimiento académico, aunque es muy tímido."
"Micaela Cano Diego","2do Medio B","17","Historia","Control 1","4,3","93%","Excelente participación en clases."
"Micaela Cano Diego","2do Medio B","17","Historia","Control 2","4,6","93%","Excelente participación en clases."
"Micaela Cano Diego","2do Medio B","17","Historia","Ensayo 3","6,1","93%","Excelente participación en clases."
"Micaela Cano Diego","2do Medio B","17","Inglés","Laboratorio 1","6,7","93%","Excelente participación en clases."
"Micaela Cano Diego","2do Medio B","17","Inglés","Control 2","6,1","93%","Excelente participación en clases."
"Micaela Cano Diego","2do Medio B","17","Inglés","Prueba 3","3,2","93%","Excelente participación en clases."
"Micaela Cano Diego","2do Medio B","17","Matemáticas","Ensayo 1","6,9","93%","Excelente participación en clases."
"Micaela Cano Diego","2do Medio B","17","Matemáticas","Laboratorio 2","3,1","93%","Excelente participación en clases."
"Micaela Cano Diego","2do Medio B","17","Matemáticas","Tarea 3","3,5","93%","Excelente participación en clases."
"Micaela Cano Diego","2do Medio B","17","Lenguaje","Laboratorio 1","3,6","93%","Excelente participación en clases."
"Micaela Cano Diego","2do Medio B","17","Lenguaje","Control 2","6,9","93%","Excelente participación en clases."
"Micaela Cano Diego","2do Medio B","17","Lenguaje","Exposición 3","5,3","93%","Excelente participación en clases."
"Micaela Cano Diego","2do Medio B","17","Lenguaje","Exposición 4","6,7","93%","Excelente participación en clases."
"Valerio Rosendo Morell Alberdi","2do Medio B","18","Ciencias","Control 1","3,7","89%","Excelente participación en clases."
"Valerio Rosendo Morell Alberdi","2do Medio B","18","Ciencias","Prueba 2","6,2","89%","Excelente participación en clases."
"Valerio Rosendo Morell Alberdi","2do Medio B","18","Ciencias","Laboratorio 3","6,9","89%","Excelente participación en clases."
"Valerio Rosendo Morell Alberdi","2do Medio B","18","Historia","Prueba 1","3,1","89%","Excelente participación en clases."
"Valerio Rosendo Morell Alberdi","2do Medio B","18","Historia","Control 2","5,8","89%","Excelente participación en clases."
"Valerio Rosendo Morell Alberdi","2do Medio B","18","Historia","Ensayo 3","5,7","89%","Excelente participación en clases."
"Valerio Rosendo Morell Alberdi","2do Medio B","18","Historia","Control 4","4,7","89%","Excelente participación en clases."
"Valerio Rosendo Morell Alberdi","2do Medio B","18","Lenguaje","Laboratorio 1","3,2","89%","Excelente participación en clases."
"Valerio Rosendo Morell Alberdi","2do Medio B","18","Lenguaje","Laboratorio 2","5,2","89%","Excelente participación en clases."
"Valerio Rosendo Morell Alberdi","2do Medio B","18","Educación Física","Laboratorio 1","3,2","89%","Excelente participación en clases."
"Valerio Rosendo Morell Alberdi","2do Medio B","18","Educación Física","Tarea 2","6,6","89%","Excelente participación en clases."
"Valerio Rosendo Morell Alberdi","2do Medio B","18","Matemáticas","Prueba 1","4,4","89%","Excelente participación en clases."
"Valerio Rosendo Morell Alberdi","2do Medio B","18","Matemáticas","Exposición 2","3,6","89%","Excelente participación en clases."
"Valerio Rosendo Morell Alberdi","2do Medio B","18","Inglés","Exposición 1","6,4","89%","Excelente participación en clases."
"Valerio Rosendo Morell Alberdi","2do Medio B","18","Inglés","Exposición 2","3,7","89%","Excelente participación en clases."
"Rolando José Luis Puente Royo","2do Medio B","18","Lenguaje","Control 1","6,9","97%","Creativo y con gran potencial."
"Rolando José Luis Puente Royo","2do Medio B","18","Lenguaje","Ensayo 2","4,1","97%","Creativo y con gran potencial."
"Rolando José Luis Puente Royo","2do Medio B","18","Lenguaje","Exposición 3","3,7","97%","Creativo y con gran potencial."
"Rolando José Luis Puente Royo","2do Medio B","18","Inglés","Ensayo 1","4,0","97%","Creativo y con gran potencial."
"Rolando José Luis Puente Royo","2do Medio B","18","Inglés","Control 2","5,6","97%","Creativo y con gran potencial."
"Rolando José Luis Puente Royo","2do Medio B","18","Inglés","Control 3","5,3","97%","Creativo y con gran potencial."
"Rolando José Luis Puente Royo","2do Medio B","18","Ciencias","Laboratorio 1","3,6","97%","Creativo y con gran potencial."
"Rolando José Luis Puente Royo","2do Medio B","18","Ciencias","Prueba 2","6,7","97%","Creativo y con gran potencial."
"Rolando José Luis Puente Royo","2do Medio B","18","Ciencias","Exposición 3","4,6","97%","Creativo y con gran potencial."
"Isidora Miró Dominguez","8vo Básico B","14","Ciencias","Control 1","6,9","90%","Muestra liderazgo y colabora con sus compañeros."
"Isidora Miró Dominguez","8vo Básico B","14","Ciencias","Tarea 2","4,6","90%","Muestra liderazgo y colabora con sus compañeros."
"Isidora Miró Dominguez","8vo Básico B","14","Ciencias","Tarea 3","3,1","90%","Muestra liderazgo y colabora con sus compañeros."
"Isidora Miró Dominguez","8vo Básico B","14","Inglés","Tarea 1","5,0","90%","Muestra liderazgo y colabora con sus compañeros."
"Isidora Miró Dominguez","8vo Básico B","14","Inglés","Exposición 2","6,1","90%","Muestra liderazgo y colabora con sus compañeros."
"Isidora Miró Dominguez","8vo Básico B","14","Inglés","Exposición 3","5,3","90%","Muestra liderazgo y colabora con sus compañeros."
"Isidora Miró Dominguez","8vo Básico B","14","Inglés","Laboratorio 4","3,1","90%","Muestra liderazgo y colabora con sus compañeros."
"Isidora Miró Dominguez","8vo Básico B","14","Educación Física","Ensayo 1","6,1","90%","Muestra liderazgo y colabora con sus compañeros."
"Isidora Miró Dominguez","8vo Básico B","14","Educación Física","Ensayo 2","5,6","90%","Muestra liderazgo y colabora con sus compañeros."
